UniqueID,IDname,IDyear,Title,CAname,CAinst1,CAcountry,CAinst2,CAcountry2,Caspecialty,Caquali,AuthorNum,InstitNum,AuthorOvNum,InstitOvNum,SpecialtyNum,JournalName(fullname),JournalLoc,JournalScop,JournalSubscribe,Article,Field,Level,Class,CatQuanti,DataCollect,Began,Completed,StudySitesNum,Setting,Setting.1,Condition_primary,Condition_secondary,SubjMeasure,ObjMeasure,Intervention
525,Meor Fairuz Rizal Meor Anuar,2018,Biochemical effects of statins on lipid parameters among newly diagnosed dyslipidaemia subjects in primary care,"Subashini, C. Thambiah",Universiti Putra Malaysia,Malaysia,Universiti Putra Malaysia,Malaysia,Other biomedicals,master (mmed),8,1,0,0,3,Malaysian Journal of Medicine and Health Sciences,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Sep-13,Apr-15,3,clinic,Selangor,"(T) Endocrine, metabolic and nutritional",NA,,,No intervention
526,MF Abdullah,2011,Validation of the comprehensive ICF core sets for diabetes mellitus:a Malaysian perspective.,Dr Mohd Faudzi Abdullah,"Padang Serai Health Clinic, 09400, Kulim, Kedah",Malaysia,"Family Health Development Division, Ministry of Health, Malaysia",Malaysia,Family medicine,master (mmed),8,8,0,0,2,"Annals of the Academy of Medicine, Singapore",regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2011,2011,5 clinics,,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,,No intervention
527,MH Elnaem,2019,Pharmacist-led academic detailing improves statin therapy prescribing for Malaysian patients with type 2 diabetes: Quasi-experimental design.,Mohamed Hassan Elnaem,"Departmentof PharmacyPractice,Facultyof Pharmacy, International IslamicUniversityMalaysia,Kuantan, Pahang,",Malaysia,,,Pharmacy,not stated,3,2,1,0,1,PloS one,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,interventional,Quasi-RCT,2019,2019,2 hospital 4clinics,pahang,Hospital,(A) General and unspecified,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,Health services
528,MIMI O,2005,Spotted bone disease (osteopoikilosis),MIMI O,Klinik Kesihatan Kelana Jaya,Malaysia,Klinik Kesihatan Kelana Jaya,Malaysia,Family medicine,master (mmed),4,3,,0,0,Malaysian Family Physician,local - malaysia,General- multidiscplinary,1,case report/series,Clinical,"Primary (include case reports, case series)",Others,,,2005,2005,1,clinic,Clinic,(L) Musculoskeletal,NA,,,No intervention
529,"Mimi, O.",2003,The prevalence of diabetic peripheral neuropathy in an outpatient setting,"Mimi, O.",University of Malaya,Malaysia,,,Family medicine,master (mmed),3,1,0,0,1,The Medical Journal Of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Sep-98,Mar-99,1,clinic,Kuala Lumpur,(N) Neurological,"(T) Endocrine, metabolic and nutritional",,,No intervention
530,"Mimi, O.",2011,A comparison of morbidity patterns in public and private primary care clinics in malaysia,"Mimi, O.",Klinik Kesihatan Kelana Jaya,Malaysia,Universiti Kebangsaan Malaysia,Malaysia,Family medicine,master (mmed),12,8,0,0,3,Malaysian Family Physician,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Mar-08,Apr-08,214,clinic,,(A) General and unspecified,NA,Subjective- self-report,,No intervention
531,"Ming, H. T.",1988,The present problems and future needs of primary health care in Malaysia,"Ming, H. T.",College of General Practitioner,Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",1,1,0,0,1,"International Journal Of Health Services: Planning, Administration, Evaluation",international - out of asia,General- multidiscplinary,2,research - original and reviews,Health services,Secondary (review),Others,,,,,,,,(A) General and unspecified,NA,Subjective- self-report,,Psychological or behavioral
532,"Minhat, H. S.",2014,Why Malay elderly female frequently engaged in religious activities during leisure? A qualitative approach in Selangor,"Minhat, H. S.",Universiti Putra Malaysia,Malaysia,,,Public health,master (mmed),1,1,0,0,1,Malaysian Journal of Public Health Medicine,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",Qualitative (include case reports here),,Cross-sectional,2014,2014,2,clinic,Selangor,(A) General and unspecified,NA,,,No intervention
533,"Minhat, H. S.",2012,Late-life leisure constraints among Malaysian elderly: a qualitative approach,Halimatus Sakdiah Minhat,Universiti Putra Malaysia,Malaysia,Universiti Kebangsaan Malaysia,Malaysia,Public health,master (mmed),3,2,0,0,1,Malaysian Journal of Public Health Medicine,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",mixed,prevalence,Cohort,2009,2009,2,clinic,Selangor,(A) General and unspecified,NA,Subjective- self-report,,No intervention
534,"Minhat, H. S.",2013,Continuity theory of ageing and leisure participation among elderly attending selected health clinics in Selangor,Halimatus Sakdiah Minhat,Universiti Putra Malaysia,Malaysia,,,Public health,master (mmed),3,2,0,0,1,International Medical Journal Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2009,2009,8,clinic,Selangor,(A) General and unspecified,NA,Subjective- self-report,,No intervention
535,"Minhat, Halimatus Sakdiah",2012,Sociodemographic determinants of leisure participation among elderly in Malaysia,Halimatus Sakdiah Minhat,Universiti Kebangsaan Malaysia,Malaysia,,,Public health,master (mmed),2,1,0,0,1,Journal of community health,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2009,2009,8,clinic,Selangor,(A) General and unspecified,NA,Subjective- self-report,,No intervention
536,MN Nor,2015,"Reliability and validity of a Malay-version questionnaire assessing knowledge, attitude and practice on cold chain",Norhayati MN,Universiti Sains Malaysia,Malaysia,,,Family medicine,master (mmed),3,2,0,0,1,International Medical Journal,regional - within asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2010,2010,,clinic,Kelantan,(A) General and unspecified,NA,,,No intervention
537,MN Nor,2017,Patient satisfaction with doctor-patient interaction and its association with modifiable cardiovascular risk factors among moderately-high risk patients in primary healthcare,Norhayati MN,Universiti Sains Malaysia,Malaysia,Klinik Kesihatan Menggatal,Malaysia,Family medicine,master (mmed),3,2,0,0,1,Peer Journal,international - out of asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2012,2013,1,clinic,Kelantan,(P) Psychological,(K) Circulatory,Subjective- self-report,,No intervention
538,MNN Shazwani Jr,2010,"Assessment of physical activity level among Individuals with type 2 diabetes mellitus at Cheras Health Clinic, Kuala Lumpur",Nor Shazwani MN,Universiti Kebangsaan Malaysia,Malaysia,,,Dietetic,bachelor,9,2,0,0,13,Malaysian Journal of Nutrition,local - malaysia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2009,2009,1,clinic,Kuala Lumpur,(A) General and unspecified,"(T) Endocrine, metabolic and nutritional",,,No intervention
539,"Mohamed, A. M.",2017,Barriers to and facilitators of effective diabetes self-management among people newly diagnosed with Type 2 diabetes: A qualitative study from Malaysia,"Mohamed, A. M.",King's College London,UK,,,Public health,not stated,4,2,1,1,2,Journal of Epidemiology and Community Health,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",Qualitative (include case reports here),,Cross-sectional,,,1,clinic,,(P) Psychological,"(T) Endocrine, metabolic and nutritional",,Objective- non-operator-dependence eg. lab analyser,No intervention
540,"Mohamed, I. N.",2012,"Attitudes, perceptions and knowledge of general practitioners towards adverse drug reaction reporting in Malaysia: A Pilot Study","Mohamed, I. N.",Universiti Kebangsaan Malaysia,Malaysia,,,Pharmacy,phd (non-clinician),4,1,0,0,1,Research Updates in Medical Sciences,international - out of asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,Dec-11,Jan-12,41,clinic,,(P) Psychological,NA,Subjective- self-report,,No intervention
541,"Mohamed, Isa Naina.",2012,Using primary care prescribing databases to determine drug switching and continuation of care,James S McLay,"University of Aberdeen, Scotland",UK,,,Pharmacy,phd (clinician),3,2,2,1,1,Basic & Clinical Pharmacology & Toxicology,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Clinical,Secondary (database),quantitative,prevalence,Secondary data retrieval,Sep-01,Aug-06,60,clinic,,(A) General and unspecified,NA,Subjective- self-report,,No intervention
542,"Mohamed, N. S. F.",2017,An association of myasthenia gravis with Hashimoto’s thyroiditis in a patient with a multinodular goitre,"Mohamed, N. S. F.",Universiti Sains Malaysia,Malaysia,,,Family medicine,master (mmed),3,1,0,0,1,Malaysian Family Physician,local - malaysia,General- multidiscplinary,1,case report/series,Clinical,"Primary (include case reports, case series)",Qualitative (include case reports here),,Cross-sectional,,,1,clinic,,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,,Surgical procedure
543,Mohammed S. Ellulu,2016,Effect of long chain omega-3 polyunsaturated fatty acids on inflammation and metabolic markers in hypertensive and/or diabetic obese adults: a randomized controlled trial,Huzwah Khaza’ai,Universiti Putra Malaysia,Malaysia,,,Other biomedicals,phd (non-clinician),5,2,1,1,3,Food & nutrition research.,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,interventional,RCT - Randomized controlled trial,Nov-13,May-14,not stated,"ministry of health primary health-care centers in gaza city, palestine,",Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,Drug
544,"Mohd Ariff, Mohd",2006,Insomnia: Case studies in family practice,"Abu Hassan, Zailinawati",Klinik Keluarga,Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",2,2,0,0,1,Malaysian family physician,local - malaysia,General- multidiscplinary,1,case report/series,Clinical,"Primary (include case reports, case series)",Qualitative (include case reports here),,Cross-sectional,,,1,clinic,,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
545,"Mohd Fozi, K.",2013,The effect of profiling report on antibiotic prescription for upper respiratory tract infection,"Mohd Fozi, K.",Malaysia Ministry of Health,Malaysia,,,Family medicine,master (mmed),2,2,0,0,2,Malaysian Family Physician,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,Secondary (database),quantitative,interventional,Quasi-RCT,Jan-11,Dec-11,3,clinic,,(A) General and unspecified,(R) Respiratory,Subjective- self-report,,No intervention
546,"Mohd Hashim, Syahnaz",2013,Bereavement in the elderly: the role of primary care,"Mohd Hashim, Syahnaz",Universiti Kebangsaan Malaysia,Malaysia,,,family medicine,master (mmed),4,1,0,0,2,Mental health in family medicine,international - out of asia,specific- discpline-specific,1,case report/series,Clinical,"Primary (include case reports, case series)",Qualitative (include case reports here),,Cross-sectional,,,1,clinic,,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
547,"Mohd Mydin, Fadzilah Hanum",2017,Elder Abuse and Neglect Intervention in the Clinical Setting: Perceptions and Barriers Faced by Primary Care Physicians in Malaysia,"Mohd Mydin, Fadzilah Hanum",University of Malaya,Malaysia,,,Family medicine,master (mmed),2,1,0,0,1,Journal Of Interpersonal Violence,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",Qualitative (include case reports here),,Cross-sectional,Jul-13,Dec-13,10,clinic,,(P) Psychological,NA,Subjective- self-report,,No intervention
548,"Mohd Said, Nora’i, Othman, Jumiatin and Hairi, Farizah",2002,Effective triaging in Putrajaya health clinic,Nora'I Mohd Said,Putrajaya Health Clinic,Malaysia,,,Public health,master (mmed),3,2,0,0,1,Malaysian Journal of Public Health Medicine,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Dec-00,Jan-01,1,clinic,,(A) General and unspecified,NA,Subjective- self-report,,No intervention
549,"Mohd Sidik, Sherina",2011,Prevalence of anxiety among women attending a primary care clinic in Malaysia,"Mohd Sidik, Sherina",Universiti Putra Malaysia,Malaysia,,,Family medicine,phd (clinician),3,2,2,2,1,The British journal of general practice : the journal of the Royal College of General Practitioners,international - out of asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Dec-09,Jan-10,1,clinic,,(P) Psychological,NA,Subjective- self-report,,No intervention
550,"Mohd Sidik, Sherina",2012,Criterion validity of the PHQ-9 (Malay version) in a primary care clinic in Malaysia,"Mohd Sidik, Sherina",Universiti Putra Malaysia,Malaysia,,,Family medicine,phd (clinician),3,2,2,2,1,The Medical journal of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,Dec-09,Jan-10,1,clinic,,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,Health services
551,"Mohd Sidik, Sherina",2012,Validation of the GAD-7 (Malay version) among women attending a primary care clinic in Malaysia,"Mohd Sidik, Sherina",Universiti Putra Malaysia,Malaysia,,,Family medicine,phd (clinician),3,2,2,2,1,Journal of primary health care,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,Dec-09,Jan-10,1,clinic,,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,Health services
552,"Mohd Sidik, Sherina",2005,The Community Follow-up Project (CFUP),"Mohd Sidik, Sherina",Universiti Putra Malaysia,Malaysia,,,Family medicine,phd (clinician),4,1,0,0,1,The Medical journal of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,Opinion,Others,,,,,,,,(A) General and unspecified,NA,Subjective- self-report,,No intervention
553,"Mohd Sidik, Sherina",2008,"Self-esteem and its associated factors among secondary school students in Klang District, Selangor","Mohd Sidik, Sherina",Universiti Putra Malaysia,Malaysia,,,Family medicine,phd (clinician),6,1,0,0,2,The Medical journal of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,Mar-05,May-05,4,university/college/teaching centre,,(P) Psychological,NA,,,No intervention
554,"Mohd Sidik, Sherina, Arroll, Bruce, Goodyear-Smith, Felicity and Ahmad, Rozali",2012,Prevalence of depression among women attending a primary urban care clinic in Malaysia,"Mohd Sidik, Sherina",Universiti Putra Malaysia,Malaysia,,,Family medicine,phd (clinician),4,3,2,2,2,Singapore medical journal,regional - within asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Dec-08,Jan-09,1,clinic,,(P) Psychological,NA,Subjective- self-report,,No intervention
555,"Mohd Sopian, Mastura",2018,"Knowledge, Decision-Making and Acceptance of Human Papilloma Virus Vaccination among Parents of Primary School Students in Kota Bharu, Kelantan, Malaysia","Mohd Sopian, Mastura",Advanced Medical and Dental Institute,Malaysia,,,Internal Medicine,master (mmed),4,3,0,0,3,Asian Pacific journal of cancer prevention : APJCP,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,Jan-15,May-15,10,university/college/teaching centre,,(P) Psychological,(X) Female genital system and breast,,,No intervention
556,"Mohd Yusoff, Hasim",2003,Do pregnant women in Penang smoke? A cross sectional study among antenatal mothers attending Penang government health clinic in the year 2002,"Mohd Yusoff, Hasim",Penang State Health Department,Malaysia,,,Public health,master (mmed),8,5,0,0,2,Malaysian Journal of Public Health Medicine,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Jul-02,Sep-02,30,clinic,,"(W) Pregnancy, childbirth, family planning",NA,Subjective- self-report,,No intervention
557,"Mohd Zaher, Zaki Morad",2009,"Optimal cut-off levels to define obesity: body mass index and waist circumference, and their relationship to cardiovascular disease, dyslipidaemia, hypertension and diabetes in Malaysia",Geeta Appanah,Kuala Lumpur hospital,Malaysia,,,Public health,bachelor,7,5,0,0,3,Asia Pacific journal of clinical nutrition,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,May-05,Sep-05,93,clinic,,"(T) Endocrine, metabolic and nutritional",(K) Circulatory,Subjective- self-report,,Psychological or behavioral
558,"Mohd Zin, Faridah",2016,Adolescents’ Perceptions Regarding Effective Tobacco Use Prevention Strategies for their Younger Counterparts: A Qualitative Study in Malaysia,"Mohd Zin, Faridah",Universiti Sains Malaysia,Malaysia,,,Family medicine,master (mmed),3,2,0,0,2,Asian Pacific journal of cancer prevention : APJCP,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",Qualitative (include case reports here),,Cross-sectional,,,8,university/college/teaching centre,,(P) Psychological,NA,,,No intervention
559,"Mohd-Sidik, Sherina",2011,Screening for depression with a brief questionnaire in a primary care setting: Validation of the two questions with help question (Malay version). [References],"Mohd-Sidik, Sherina",Universiti Putra Malaysia,Malaysia,,,Family medicine,phd (clinician),4,2,2,1,2,International Journal of Psychiatry in Medicine,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,Dec-08,Jan-09,1,clinic,,(P) Psychological,NA,Subjective- self-report,,No intervention
560,"Mokhtar, N., Chan SC",2006,Use of complementary medicine amongst asthmatic patients in primary care,"Mokhtar, N.",Royal college of Medicine Perak,Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",2,1,0,0,1,The Medical Journal Of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Apr-04,May-04,2,clinic,,(A) General and unspecified,NA,Subjective- self-report,,No intervention
561,Mooi CS,2019,"The self-care profiles and its determinants among adults with hypertension in primary health care clinics in Selangor, Malaysia.",Ping Yein Lee,Universiti Putra Malaysia,Malaysia,,,Family medicine,not stated,9,3,1,1,2,PloS one.,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,01-Oct-16,30-Apr-17,3 public primary care,,Clinic,(K) Circulatory,NA,Subjective- self-report,,No intervention
562,Mooi CS,2019,Predictors of Quality of Life among Older People with Mild Cognitive Impairment Attending Urban Primary Care Clinics.,Shahrul Bahyah Kamaruzzaman,University of Malaya,Malaysia,,,Internal Medicine,phd (clinician),4,2,2,1,2,Clinical gerontologist.,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Sep-16,Nov-16,2 urban clinics in kl,,Clinic,(N) Neurological,(P) Psychological,Subjective- self-report,,No intervention
563,"Moy, Foong Ming",2002,Anthropometry and dietary intake of type 2 diabetes patients attending an outpatient clinic,Moym Foong Ming,University of Malaya,Malaysia,,,Other biomedicals,not stated,2,2,0,0,2,Malaysian Journal Of Nutrition,local - malaysia,Specific- discpline-specific,,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,,,1,clinic,,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,,No intervention
564,MP Tan,2012,Long Term Survival of Patients With Raised Pulmonary Arterial Systolic Pressure Utilizing Echocardiography-A Five-Year Prospective Study,MP Tan,University of Malaya,malaysia,,,Internal Medicine,not stated,8,4,7,3,4,Journal of Geriatric Cardiology,regional - within asia,Specific- discpline-specific,,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prognostic,Cohort,2001,2002,1,,Hospital,(K) Circulatory,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
565,MT Lim,2019,Patient experience on self-management support among primary care patients with diabetes and hypertension,MT Lim,Clinical Research Malaysia,Malaysia,,,Pharmacy,not stated,6,2,0,0,2,International Journal for Quality in Health Care,international - out of asia,General- multidiscplinary,,research - original and reviews,Health services,"Primary (include case reports, case series)",Qualitative (include case reports here),,Cross-sectional,2017,2017,,,Clinic,(P) Psychological,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,No intervention
566,Mu W,2019,A community-based comprehensive intervention to reduce cardiovascular risk in hypertension (HOPE 4): a cluster-randomised controlled trial.,Dr Jon-David Schwalm,"Population Health Research Institute, McMaster University and Hamilton Health Sciences, Hamilton, ON, L8L 2X2",Canada,,,,not stated,13,6,10,4,5,Lancet.,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,interventional,RCT - Randomized controlled trial,2014,2017,30 communities in colombia and malaysia,,Community,(K) Circulatory,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,Health services
567,Mubarak N,2019,Development of a Sexually Transmitted Disease Client-friendly Unit at a Primary Care Clinic in Malaysia: Lessons Learnt.,Wong Ping Foo,"Cheras Baru Health Clinic, Jalan 16, Kampung Cheras Baru, Off Jalan Kuari, 56100 Cheras, Kuala Lumpur",Malaysia,,,Family medicine,master (mmed),7,3,0,0,2,Sexually transmitted diseases.,international - out of asia,Specific- discpline-specific,1,commentary,Public health,Opinion,others,prevalence,Secondary data retrieval,not stated,2019,not stated,,Clinic,(Y) Male genital system,(X) Female genital system and breast,,,No intervention
568,Muhamad Effendi F,2016,Chronic heel pain: It could be tuberculosis,Muhamad Effendi F,Universiti teknologi MARA,Malaysia,,,Family medicine,master (mmed),2,1,0,0,1,Malays Fam Physician,local - malaysia,General- multidiscplinary,,case report/series,Clinical,"Primary (include case reports, case series)",Others,Etiologic,,,,,hospital,,(L) Musculoskeletal,NA,,Objective- operator dependence,Drug
569,Muhamad R,2018,"Adaption, translation and validation of the Diabetes Mellitus in the Offspring Questionnaire (DMOQ): The Malay version.",Siti Fatimah Badlishah-Sham,"Primary Care Medicine Discipline, Faculty of Medicine, Universiti Teknologi MARA",Malaysia,,,Family medicine,master (mmed),5,3,1,1,4,The Medical journal of Malaysia.,local - malaysia,Specific- discpline-specific,1,research protocol,Public health,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,Sep-15,Oct-15,1 public primary care in selangor,,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,,No intervention
570,Muhamad R,2018,Managing Women with Sexual Dysfunction: Difficulties Experienced by Malaysian Family Physicians,Rosediani Muhamad,Universiti Sains Malaysia,Malaysia,,,Family medicine,phd (clinician),4,4,2,2,1,Arch Sex Behav,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",Qualitative (include case reports here),,,2017,2017,,clinic,,(X) Female genital system and breast,NA,,,No intervention
571,Muhamad R,2012,"Assessing glycaemic control in primary care setting: A randomized control trial between fasting and 2 hours postprandial blood glucose monitoring in type 2 diabetic patients attending klinik Rawatan Keluarga, Hospital Universiti Sains Malaysia, Kelantan",Rosediani Muhamad,Universiti Sains Malaysia,Malaysia,,,Family medicine,phd (clinician),3,1,0,0,1,International Medical Journal,regional - within asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,diagnostic test,RCT - Randomized controlled trial,2004,2005,1,clinic,,"(T) Endocrine, metabolic and nutritional",NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
572,Muhammad Adil Zainal Abidin,2017,Outcome and Predictors for Smoking Cessation in a Quit Smoking Clinic,Muhammad Adil Zainal Abidin,"Department  of  Community  Health,  Faculty  of  Medicine  and  Health  Sciences,  Universiti  Putra 
Malaysia 43400, Serdang, Selangor, Malaysia.",Malaysia,,,Public health,phd (non-clinician),3,2,0,0,2,International Journal of Public Health Research,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,etiologic,Cross-sectional,2016,2016,1,clinic,,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
573,Muhammad NA,2008,"Parental perception of their children’s weight status, and its association with their nutrition and obesity knowledge",Noor Azimah Muhammad,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,phd (clinician),5,3,0,0,1,Asia Pac J Clin Nutr,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2007,2007,1,university/college/teaching centre,,"(T) Endocrine, metabolic and nutritional",NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
574,Muhammad NA,2017,Questionnaire development and validity to measure sexual intention among youth in Malaysia,Noor Azimah Muhammad,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,phd (clinician),5,5,0,0,1,BMC Public Health,international - out of asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,psychometric study,,2013,2013,12,university/college/teaching centre,,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
575,Muhammad NA,2017,Role of Religion in Preventing Youth Sexual Activity in Malaysia: A Mixed Methods Study,Noor Azimah Muhammad,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,phd (clinician),5,5,0,0,1,J Relig Health,international - out of asia,General- multidiscplinary,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",mixed,etiologic,Cross-sectional,2013,2013,12,university/college/teaching centre,,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
576,Mujar NMM,2019,"Management and glycemic control of patients with type 2 diabetes mellitus at primary care level in Kedah, Malaysia: A statewide evaluation.",Sharifah Saffinas Syed Soffian,"State Health Department, Ministry of Health Malaysia, Alor Setar, Kedah",Malaysia,,,Other biomedicals,not stated,6,2,0,0,1,PloS one.,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,not stated,not stated,58 public clinics in kedah,,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
577,Mustapha F,2014,Addressing non-communicable diseases in Malaysia: an integrative process of systems and community,Mustapha F,"Disease Control Division, Ministry of Health,",Malaysia,,,Public health,"master (non-mmed) eg. mrcp, etc.",16,10,0,0,2,BMC Public Health,international - out of asia,General- multidiscplinary,1,commentary,Health services,Secondary (review),Others,,Cross-sectional,,,,,,(K) Circulatory,"(T) Endocrine, metabolic and nutritional",,Objective- non-operator-dependence eg. lab analyser,No intervention
578,Mustapha F,2008,"Incidence of Microalbuminuria and Its Influencing Factors among Patients with Type 2 Diabetes at Klinik Kesihatan Seremban, Malaysia, from 2000 until 2005",Mustapha F,Ministry of Health Malaysia,Malaysia,,,Public health,"master (non-mmed) eg. mrcp, etc.",2,2,0,0,2,International Medical Journal,international - out of asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",Quantitative (include case series),,,2000,2005,1,clinic,,"(T) Endocrine, metabolic and nutritional",NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
579,MY Harmy,2011,Knowledge and attitude of colorectal cancer screening among moderate risk patients in West Malaysia,MY Harmy,Universiti Sains Malaysia,Malaysia,,,Family medicine,not stated,4,1,0,0,,Asian Pacific Journal of Cancer Prevention,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,,,,clinic,,(P) Psychological,(D) Digestive,Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,No intervention
